protocol_id,image_id,reviewed,review_method,text_region_count,screen_region_count,text_legibility_subgroup,screen_subgroup,view_type,participant_id,day_id,event_key,selection_stratum,source_manifest,text_boxes_json,screen_boxes_json,text_review_status,screen_review_status,manual_text_present,manual_contains_legible_text,manual_screen_present,manual_screen_contains_sensitive_content,reviewer_id,manual_notes
MM2_0235,day3/members/onanong/17_0712.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,onanong,day3,day3/17/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0236,day3/members/cathal/18_0174.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/18/1,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1445,""y1"":1350,""x2"":2671,""y2"":1919,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7915,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-0.5625}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0237,day3/members/florian/19_0720.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day3,day3/19/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0238,day3/members/stevan/20_0722.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,stevan,day3,day3/20/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0239,day3/members/luca/08_0205.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,luca,day3,day3/8/2,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1691,""y1"":1538,""x2"":2623,""y2"":1967,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.8092,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":0.5391}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0240,day3/members/klaus/09_0370.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,klaus,day3,day3/9/3,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0241,day4/members/florian/10_0495.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day4,day4/10/4,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0242,day4/members/cathal/11_0445.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day4,day4/11/4,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":893,""y1"":1813,""x2"":2433,""y2"":2130,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0243,day4/members/florian/12_0627.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day4,day4/12/6,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":654,""y1"":1260,""x2"":1719,""y2"":1810,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0244,day4/members/florian/13_0284.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day4,day4/13/2,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1372,""y1"":942,""x2"":2378,""y2"":1642,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.8901,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-3.6875}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0245,day4/members/florian/14_0024.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day4,day4/14/0,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1296,""y1"":977,""x2"":2428,""y2"":1640,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7927,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-4.1562}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0246,day4/members/stevan/15_0504.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,stevan,day4,day4/15/5,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0247,day4/members/cathal/17_0557.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,cathal,day4,day4/17/5,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":2709,""y1"":1353,""x2"":2811,""y2"":1539,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0248,day4/members/klaus/18_0374.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day4,day4/18/3,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1610,""y1"":1603,""x2"":2192,""y2"":1931,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6593,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-1.3203}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0249,day4/members/klaus/08_0259.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day4,day4/8/2,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1753,""y1"":1601,""x2"":2629,""y2"":1963,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6562,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":1.9297}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0250,day4/members/bao/09_0349.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,bao,day4,day4/9/3,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":780,""y1"":1412,""x2"":1036,""y2"":1683,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7043,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":1.7578}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
